Dataset,Fold,Classifier,Resampler,Metric,Score
yeast-0-5-6-7-9_vs_4,6,CART,PAO,Recall,0.48
yeast-0-5-6-7-9_vs_4,6,CART,PAO,AUC,0.7002510460251046
yeast-0-5-6-7-9_vs_4,6,CART,PAO,G-mean,0.664711218638666
yeast-0-5-6-7-9_vs_4,6,KNN,PAO,Precision,0.28
yeast-0-5-6-7-9_vs_4,6,KNN,PAO,Recall,0.56
yeast-0-5-6-7-9_vs_4,6,KNN,PAO,AUC,0.7046861924686193
yeast-0-5-6-7-9_vs_4,6,KNN,PAO,G-mean,0.6896727742667921
yeast-0-5-6-7-9_vs_4,6,SVM,PAO,Precision,0.3333333333333333
yeast-0-5-6-7-9_vs_4,6,SVM,PAO,Recall,0.72
yeast-0-5-6-7-9_vs_4,6,SVM,PAO,AUC,0.7846861924686194
yeast-0-5-6-7-9_vs_4,6,SVM,PAO,G-mean,0.7820154200236794
yeast-0-5-6-7-9_vs_4,6,MLP,PAO,Precision,0.372093023255814
yeast-0-5-6-7-9_vs_4,6,MLP,PAO,Recall,0.64
yeast-0-5-6-7-9_vs_4,6,MLP,PAO,AUC,0.7635146443514644
yeast-0-5-6-7-9_vs_4,6,MLP,PAO,G-mean,0.753457858655595
abalone-21_vs_8,1,CART,RBO,Precision,0.0
abalone-21_vs_8,1,CART,RBO,Recall,0.0
abalone-21_vs_8,1,CART,RBO,AUC,0.4946996466431096
abalone-21_vs_8,1,CART,RBO,G-mean,0.0
abalone-21_vs_8,1,KNN,RBO,Precision,0.6666666666666666
abalone-21_vs_8,1,KNN,RBO,Recall,0.5714285714285714
abalone-21_vs_8,1,KNN,RBO,AUC,0.782180716809692
abalone-21_vs_8,1,KNN,RBO,G-mean,0.7532530829450209
abalone-21_vs_8,1,SVM,RBO,Precision,0.3333333333333333
abalone-21_vs_8,1,SVM,RBO,Recall,0.7142857142857143
abalone-21_vs_8,1,SVM,RBO,AUC,0.8394750126198889
abalone-21_vs_8,1,SVM,RBO,G-mean,0.8300879088360219
abalone-21_vs_8,1,MLP,RBO,Precision,0.75
abalone-21_vs_8,1,MLP,RBO,Recall,0.8571428571428571
abalone-21_vs_8,1,MLP,RBO,AUC,0.9250378596668348
abalone-21_vs_8,1,MLP,RBO,G-mean,0.9225428501968176
winequality-red-8_vs_6-7,0,CART,PAU,Precision,0.013986013986013986
winequality-red-8_vs_6-7,0,CART,PAU,Recall,0.2222222222222222
winequality-red-8_vs_6-7,0,CART,PAU,AUC,0.4428533545478653
winequality-red-8_vs_6-7,0,CART,PAU,G-mean,0.3839804644549015
winequality-red-8_vs_6-7,0,KNN,PAU,Precision,0.043478260869565216
winequality-red-8_vs_6-7,0,KNN,PAU,Recall,1.0
winequality-red-8_vs_6-7,0,KNN,PAU,AUC,0.7637231503579952
winequality-red-8_vs_6-7,0,KNN,PAU,G-mean,0.7262549832641361
winequality-red-8_vs_6-7,0,SVM,PAU,Precision,0.02564102564102564
winequality-red-8_vs_6-7,0,SVM,PAU,Recall,0.3333333333333333
winequality-red-8_vs_6-7,0,SVM,PAU,AUC,0.5306284805091488
winequality-red-8_vs_6-7,0,SVM,PAU,G-mean,0.4925862454721218
winequality-red-8_vs_6-7,0,MLP,PAU,Precision,0.04065040650406504
winequality-red-8_vs_6-7,0,MLP,PAU,Recall,0.5555555555555556
winequality-red-8_vs_6-7,0,MLP,PAU,AUC,0.6369663219305224
winequality-red-8_vs_6-7,0,MLP,PAU,G-mean,0.6317423386096095
yeast-0-5-6-7-9_vs_4,3,CART,PAU,Precision,0.19402985074626866
yeast-0-5-6-7-9_vs_4,3,CART,PAU,Recall,1.0
yeast-0-5-6-7-9_vs_4,3,CART,PAU,AUC,0.773109243697479
yeast-0-5-6-7-9_vs_4,3,CART,PAU,G-mean,0.7390659560519331
yeast-0-5-6-7-9_vs_4,3,KNN,PAU,Precision,0.2553191489361702
yeast-0-5-6-7-9_vs_4,3,KNN,PAU,Recall,0.9230769230769232
yeast-0-5-6-7-9_vs_4,3,KNN,PAU,AUC,0.8144796380090498
yeast-0-5-6-7-9_vs_4,3,KNN,PAU,G-mean,0.807207352795575
yeast-0-5-6-7-9_vs_4,3,SVM,PAU,Precision,0.2875
yeast-0-5-6-7-9_vs_4,3,SVM,PAU,Recall,0.8846153846153846
yeast-0-5-6-7-9_vs_4,3,SVM,PAU,AUC,0.8225597931480283
yeast-0-5-6-7-9_vs_4,3,SVM,PAU,G-mean,0.8202156526617642
yeast-0-5-6-7-9_vs_4,3,MLP,PAU,Precision,0.2475247524752475
yeast-0-5-6-7-9_vs_4,3,MLP,PAU,Recall,0.9615384615384616
yeast-0-5-6-7-9_vs_4,3,MLP,PAU,AUC,0.8211053652230124
yeast-0-5-6-7-9_vs_4,3,MLP,PAU,G-mean,0.809007148458697
poker-9_vs_7,3,CART,RBO,Precision,0.3333333333333333
poker-9_vs_7,3,CART,RBO,Recall,0.25
poker-9_vs_7,3,CART,RBO,AUC,0.6165254237288136
poker-9_vs_7,3,CART,RBO,G-mean,0.4957446034647344
poker-9_vs_7,3,KNN,RBO,Precision,0.75
poker-9_vs_7,3,KNN,RBO,Recall,0.75
poker-9_vs_7,3,KNN,RBO,AUC,0.8707627118644069
poker-9_vs_7,3,KNN,RBO,G-mean,0.8623479969227099
poker-9_vs_7,3,SVM,RBO,Precision,0.5
poker-9_vs_7,3,SVM,RBO,Recall,0.25
poker-9_vs_7,3,SVM,RBO,AUC,0.6207627118644068
poker-9_vs_7,3,SVM,RBO,G-mean,0.4978768481584612
poker-9_vs_7,3,MLP,RBO,Precision,0.6666666666666666
poker-9_vs_7,3,MLP,RBO,Recall,0.5
poker-9_vs_7,3,MLP,RBO,AUC,0.7457627118644068
poker-9_vs_7,3,MLP,RBO,G-mean,0.704104191057266
ecoli3,0,CART,PAU,Precision,0.3018867924528302
ecoli3,0,CART,PAU,Recall,0.9411764705882352
ecoli3,0,CART,PAU,AUC,0.8480716790027272
ecoli3,0,CART,PAU,G-mean,0.8429454730350732
ecoli3,0,KNN,PAU,Precision,0.4411764705882353
ecoli3,0,KNN,PAU,Recall,0.8823529411764706
ecoli3,0,KNN,PAU,AUC,0.8782625633034671
ecoli3,0,KNN,PAU,G-mean,0.8782530380871065
ecoli3,0,SVM,PAU,Precision,0.4545454545454545
ecoli3,0,SVM,PAU,Recall,0.8823529411764706
ecoli3,0,SVM,PAU,AUC,0.8815738215816128
ecoli3,0,SVM,PAU,G-mean,0.8815734772953789
ecoli3,0,MLP,PAU,Precision,0.4838709677419355
ecoli3,0,MLP,PAU,Recall,0.8823529411764706
ecoli3,0,MLP,PAU,AUC,0.8881963381379042
ecoli3,0,MLP,PAU,G-mean,0.8881771162293776
poker-8-9_vs_5,2,CART,RBO,Precision,0.0
poker-8-9_vs_5,2,CART,RBO,Recall,0.0
poker-8-9_vs_5,2,CART,RBO,AUC,0.4892682926829268
poker-8-9_vs_5,2,CART,RBO,G-mean,0.0
poker-8-9_vs_5,2,KNN,RBO,Precision,0.125
poker-8-9_vs_5,2,KNN,RBO,Recall,0.2307692307692308
poker-8-9_vs_5,2,KNN,RBO,AUC,0.605140712945591
poker-8-9_vs_5,2,KNN,RBO,G-mean,0.4754379831243749
poker-8-9_vs_5,2,SVM,RBO,Precision,0.08196721311475409
poker-8-9_vs_5,2,SVM,RBO,Recall,0.38461538461538464
poker-8-9_vs_5,2,SVM,RBO,AUC,0.6649906191369606
poker-8-9_vs_5,2,SVM,RBO,G-mean,0.6029944041258836
poker-8-9_vs_5,2,MLP,RBO,Precision,0.21739130434782608
poker-8-9_vs_5,2,MLP,RBO,Recall,0.38461538461538464
poker-8-9_vs_5,2,MLP,RBO,AUC,0.6835272045028142
poker-8-9_vs_5,2,MLP,RBO,G-mean,0.6147041265739289
poker-8-9_vs_5,1,CART,RBU,Precision,0.021791767554479417
poker-8-9_vs_5,1,CART,RBU,Recall,0.75
poker-8-9_vs_5,1,CART,RBU,AUC,0.6779268292682927
poker-8-9_vs_5,1,CART,RBU,G-mean,0.6740847453417405
poker-8-9_vs_5,1,KNN,RBU,Precision,0.017647058823529408
poker-8-9_vs_5,1,KNN,RBU,Recall,0.75
poker-8-9_vs_5,1,KNN,RBU,AUC,0.6306097560975611
poker-8-9_vs_5,1,KNN,RBU,G-mean,0.6192048402155311
poker-8-9_vs_5,1,SVM,RBU,Precision,0.02304147465437788
poker-8-9_vs_5,1,SVM,RBU,Recall,0.4166666666666667
poker-8-9_vs_5,1,SVM,RBU,AUC,0.6049186991869919
poker-8-9_vs_5,1,SVM,RBU,G-mean,0.5748806875152868
poker-8-9_vs_5,1,MLP,RBU,Precision,0.020887728459530026
poker-8-9_vs_5,1,MLP,RBU,Recall,0.6666666666666666
poker-8-9_vs_5,1,MLP,RBU,AUC,0.6504065040650406
poker-8-9_vs_5,1,MLP,RBU,G-mean,0.650203220264462
abalone-17_vs_7-8-9-10,6,CART,PAO,Precision,0.08955223880597014
abalone-17_vs_7-8-9-10,6,CART,PAO,Recall,0.20689655172413796
abalone-17_vs_7-8-9-10,6,CART,PAO,AUC,0.5766938898971566
abalone-17_vs_7-8-9-10,6,CART,PAO,G-mean,0.4425220574444441
abalone-17_vs_7-8-9-10,6,KNN,PAO,Precision,0.25862068965517243
abalone-17_vs_7-8-9-10,6,KNN,PAO,Recall,0.5172413793103449
abalone-17_vs_7-8-9-10,6,KNN,PAO,AUC,0.7397610405323654
abalone-17_vs_7-8-9-10,6,KNN,PAO,G-mean,0.705500813223603
abalone-17_vs_7-8-9-10,6,SVM,PAO,Precision,0.15337423312883436
abalone-17_vs_7-8-9-10,6,SVM,PAO,Recall,0.8620689655172413
abalone-17_vs_7-8-9-10,6,SVM,PAO,AUC,0.8705081669691469
abalone-17_vs_7-8-9-10,6,SVM,PAO,G-mean,0.8704672587977323
abalone-17_vs_7-8-9-10,6,MLP,PAO,Precision,0.17886178861788618
abalone-17_vs_7-8-9-10,6,MLP,PAO,Recall,0.7586206896551724
abalone-17_vs_7-8-9-10,6,MLP,PAO,AUC,0.8350120992135511
abalone-17_vs_7-8-9-10,6,MLP,PAO,G-mean,0.83151040785952
yeast-0-5-6-7-9_vs_4,2,CART,RBU,Precision,0.19230769230769232
yeast-0-5-6-7-9_vs_4,2,CART,RBU,Recall,0.6
yeast-0-5-6-7-9_vs_4,2,CART,RBU,AUC,0.6682008368200836
yeast-0-5-6-7-9_vs_4,2,CART,RBU,G-mean,0.664711218638666
yeast-0-5-6-7-9_vs_4,2,KNN,RBU,Precision,0.15315315315315314
yeast-0-5-6-7-9_vs_4,2,KNN,RBU,Recall,0.68
yeast-0-5-6-7-9_vs_4,2,KNN,RBU,AUC,0.6433472803347281
yeast-0-5-6-7-9_vs_4,2,KNN,RBU,G-mean,0.6423023441146934
yeast-0-5-6-7-9_vs_4,2,SVM,RBU,Precision,0.2608695652173913
yeast-0-5-6-7-9_vs_4,2,SVM,RBU,Recall,0.72
yeast-0-5-6-7-9_vs_4,2,SVM,RBU,AUC,0.7533054393305441
yeast-0-5-6-7-9_vs_4,2,SVM,RBU,G-mean,0.7525688225245472
yeast-0-5-6-7-9_vs_4,2,MLP,RBU,Precision,0.14754098360655735
yeast-0-5-6-7-9_vs_4,2,MLP,RBU,Recall,0.72
yeast-0-5-6-7-9_vs_4,2,MLP,RBU,AUC,0.6424267782426778
yeast-0-5-6-7-9_vs_4,2,MLP,RBU,G-mean,0.6377260859251846
yeast-2_vs_4,5,CART,PAU,Precision,0.5098039215686274
yeast-2_vs_4,5,CART,PAU,Recall,1.0
yeast-2_vs_4,5,CART,PAU,AUC,0.945887445887446
yeast-2_vs_4,5,CART,PAU,G-mean,0.9443383354364536
yeast-2_vs_4,5,KNN,PAU,Precision,0.4339622641509434
yeast-2_vs_4,5,KNN,PAU,Recall,0.8846153846153846
yeast-2_vs_4,5,KNN,PAU,AUC,0.8773726273726273
yeast-2_vs_4,5,KNN,PAU,G-mean,0.8773427321920834
yeast-2_vs_4,5,SVM,PAU,Precision,0.4716981132075472
yeast-2_vs_4,5,SVM,PAU,Recall,0.9615384615384616
yeast-2_vs_4,5,SVM,PAU,AUC,0.9201631701631704
yeast-2_vs_4,5,SVM,PAU,G-mean,0.9192324760300546
yeast-2_vs_4,5,MLP,PAU,Precision,0.3611111111111111
yeast-2_vs_4,5,MLP,PAU,Recall,1.0
yeast-2_vs_4,5,MLP,PAU,AUC,0.9004329004329004
yeast-2_vs_4,5,MLP,PAU,G-mean,0.8949110575167796
glass0,3,CART,RBU,Precision,0.4428571428571429
glass0,3,CART,RBU,Recall,0.8857142857142857
glass0,3,CART,RBU,AUC,0.6720238095238096
glass0,3,CART,RBU,G-mean,0.6371439248336132
glass0,3,KNN,RBU,Precision,0.4507042253521127
glass0,3,KNN,RBU,Recall,0.9142857142857144
glass0,3,KNN,RBU,AUC,0.6863095238095238
glass0,3,KNN,RBU,G-mean,0.6473388749701496
glass0,3,SVM,RBU,Precision,0.4722222222222222
glass0,3,SVM,RBU,Recall,0.9714285714285714
glass0,3,SVM,RBU,AUC,0.7218253968253968
glass0,3,SVM,RBU,G-mean,0.6772962119561564
glass0,3,MLP,RBU,Precision,0.4594594594594595
glass0,3,MLP,RBU,Recall,0.9714285714285714
glass0,3,MLP,RBU,AUC,0.7079365079365079
glass0,3,MLP,RBU,G-mean,0.6570738404061082
poker-8_vs_6,2,CART,PAU,Precision,0.024489795918367342
poker-8_vs_6,2,CART,PAU,Recall,0.6666666666666666
poker-8_vs_6,2,CART,PAU,AUC,0.6696347031963471
poker-8_vs_6,2,CART,PAU,G-mean,0.6696281255174533
poker-8_vs_6,2,KNN,PAU,Precision,0.011029411764705885
poker-8_vs_6,2,KNN,PAU,Recall,0.6666666666666666
poker-8_vs_6,2,KNN,PAU,AUC,0.4648401826484018
poker-8_vs_6,2,KNN,PAU,G-mean,0.41873913807217095
poker-8_vs_6,2,SVM,PAU,Precision,0.024
poker-8_vs_6,2,SVM,PAU,Recall,0.3333333333333333
poker-8_vs_6,2,SVM,PAU,AUC,0.5831050228310503
poker-8_vs_6,2,SVM,PAU,G-mean,0.5269018606688115
poker-8_vs_6,2,MLP,PAU,Precision,0.01929260450160772
poker-8_vs_6,2,MLP,PAU,Recall,0.6666666666666666
poker-8_vs_6,2,MLP,PAU,AUC,0.6244292237442922
poker-8_vs_6,2,MLP,PAU,G-mean,0.6229990801608607
glass-0-1-6_vs_5,6,CART,RBU,Precision,0.10526315789473684
glass-0-1-6_vs_5,6,CART,RBU,Recall,0.5
glass-0-1-6_vs_5,6,CART,RBU,AUC,0.653409090909091
glass-0-1-6_vs_5,6,CART,RBU,G-mean,0.6351449369310055
glass-0-1-6_vs_5,6,KNN,RBU,Precision,0.12121212121212123
glass-0-1-6_vs_5,6,KNN,RBU,Recall,1.0
glass-0-1-6_vs_5,6,KNN,RBU,AUC,0.8352272727272727
glass-0-1-6_vs_5,6,KNN,RBU,G-mean,0.8188128879387191
glass-0-1-6_vs_5,6,SVM,RBU,Precision,0.3333333333333333
glass-0-1-6_vs_5,6,SVM,RBU,Recall,0.75
glass-0-1-6_vs_5,6,SVM,RBU,AUC,0.8409090909090909
glass-0-1-6_vs_5,6,SVM,RBU,G-mean,0.8359806435340691
glass-0-1-6_vs_5,6,MLP,RBU,Precision,0.3076923076923077
glass-0-1-6_vs_5,6,MLP,RBU,Recall,1.0
glass-0-1-6_vs_5,6,MLP,RBU,AUC,0.9488636363636364
glass-0-1-6_vs_5,6,MLP,RBU,G-mean,0.9474847084398104
winequality-white-3_vs_7,8,CART,PAU,Precision,0.06818181818181818
winequality-white-3_vs_7,8,CART,PAU,Recall,0.9
winequality-white-3_vs_7,8,CART,PAU,AUC,0.8102272727272728
winequality-white-3_vs_7,8,CART,PAU,G-mean,0.8052385304424341
winequality-white-3_vs_7,8,KNN,PAU,Precision,0.17647058823529413
winequality-white-3_vs_7,8,KNN,PAU,Recall,0.3
winequality-white-3_vs_7,8,KNN,PAU,AUC,0.6340909090909089
winequality-white-3_vs_7,8,KNN,PAU,G-mean,0.5389383503282592
winequality-white-3_vs_7,8,SVM,PAU,Precision,0.3333333333333333
winequality-white-3_vs_7,8,SVM,PAU,Recall,0.5
winequality-white-3_vs_7,8,SVM,PAU,AUC,0.7386363636363636
winequality-white-3_vs_7,8,SVM,PAU,G-mean,0.6990252954195317
winequality-white-3_vs_7,8,MLP,PAU,Precision,0.05813953488372092
winequality-white-3_vs_7,8,MLP,PAU,Recall,0.5
winequality-white-3_vs_7,8,MLP,PAU,AUC,0.6579545454545455
winequality-white-3_vs_7,8,MLP,PAU,G-mean,0.6387131949901658
glass-0-1-6_vs_5,6,CART,PAU,Precision,0.11428571428571427
glass-0-1-6_vs_5,6,CART,PAU,Recall,1.0
glass-0-1-6_vs_5,6,CART,PAU,AUC,0.8238636363636364
glass-0-1-6_vs_5,6,CART,PAU,G-mean,0.8048150549829897
glass-0-1-6_vs_5,6,KNN,PAU,Precision,0.14285714285714285
glass-0-1-6_vs_5,6,KNN,PAU,Recall,1.0
glass-0-1-6_vs_5,6,KNN,PAU,AUC,0.8636363636363636
glass-0-1-6_vs_5,6,KNN,PAU,G-mean,0.8528028654224418
glass-0-1-6_vs_5,6,SVM,PAU,Precision,0.13793103448275862
glass-0-1-6_vs_5,6,SVM,PAU,Recall,1.0
glass-0-1-6_vs_5,6,SVM,PAU,AUC,0.8579545454545454
glass-0-1-6_vs_5,6,SVM,PAU,G-mean,0.8461141122266493
glass-0-1-6_vs_5,6,MLP,PAU,Precision,0.15384615384615385
glass-0-1-6_vs_5,6,MLP,PAU,Recall,1.0
glass-0-1-6_vs_5,6,MLP,PAU,AUC,0.875
glass-0-1-6_vs_5,6,MLP,PAU,G-mean,0.8660254037844387
abalone19,1,CART,PAU,Precision,0.007666506947771922
abalone19,1,CART,PAU,Recall,1.0
abalone19,1,CART,PAU,AUC,0.5
abalone19,1,CART,PAU,G-mean,0.0
abalone19,1,KNN,PAU,Precision,0.012387387387387387
abalone19,1,KNN,PAU,Recall,0.6875
abalone19,1,KNN,PAU,AUC,0.632016537904394
abalone19,1,KNN,PAU,G-mean,0.6295764366767087
abalone19,1,SVM,PAU,Precision,0.012605042016806723
abalone19,1,SVM,PAU,Recall,0.9375
abalone19,1,SVM,PAU,AUC,0.6850706180589088
abalone19,1,SVM,PAU,G-mean,0.6368682429360518
abalone19,1,MLP,PAU,Precision,0.017094017094017096
abalone19,1,MLP,PAU,Recall,0.75
abalone19,1,MLP,PAU,AUC,0.7084138097537421
abalone19,1,MLP,PAU,G-mean,0.7071921341690766
kddcup-rootkit-imap_vs_back,5,CART,RBO,Precision,1.0
kddcup-rootkit-imap_vs_back,5,CART,RBO,Recall,1.0
kddcup-rootkit-imap_vs_back,5,CART,RBO,AUC,1.0
kddcup-rootkit-imap_vs_back,5,CART,RBO,G-mean,1.0
kddcup-rootkit-imap_vs_back,5,KNN,RBO,Precision,1.0
kddcup-rootkit-imap_vs_back,5,KNN,RBO,Recall,1.0
kddcup-rootkit-imap_vs_back,5,KNN,RBO,AUC,1.0
kddcup-rootkit-imap_vs_back,5,KNN,RBO,G-mean,1.0
kddcup-rootkit-imap_vs_back,5,SVM,RBO,Precision,1.0
kddcup-rootkit-imap_vs_back,5,SVM,RBO,Recall,1.0
kddcup-rootkit-imap_vs_back,5,SVM,RBO,AUC,1.0
kddcup-rootkit-imap_vs_back,5,SVM,RBO,G-mean,1.0
kddcup-rootkit-imap_vs_back,5,MLP,RBO,Precision,1.0
kddcup-rootkit-imap_vs_back,5,MLP,RBO,Recall,1.0
kddcup-rootkit-imap_vs_back,5,MLP,RBO,AUC,1.0
kddcup-rootkit-imap_vs_back,5,MLP,RBO,G-mean,1.0
vehicle1,8,CART,RBO,Precision,0.4538461538461538
vehicle1,8,CART,RBO,Recall,0.5462962962962963
vehicle1,8,CART,RBO,AUC,0.6604497354497355
vehicle1,8,CART,RBO,G-mean,0.6505096812385405
vehicle1,8,KNN,RBO,Precision,0.4463276836158192
vehicle1,8,KNN,RBO,Recall,0.7314814814814815
vehicle1,8,KNN,RBO,AUC,0.7101851851851851
vehicle1,8,KNN,RBO,G-mean,0.7098658077556462
vehicle1,8,SVM,RBO,Precision,0.5056179775280899
vehicle1,8,SVM,RBO,Recall,0.8333333333333334
vehicle1,8,SVM,RBO,AUC,0.776984126984127
vehicle1,8,SVM,RBO,G-mean,0.7749381269037552
vehicle1,8,MLP,RBO,Precision,0.5759493670886076
vehicle1,8,MLP,RBO,Recall,0.8425925925925926
vehicle1,8,MLP,RBO,AUC,0.8149470899470899
vehicle1,8,MLP,RBO,G-mean,0.814478044883168
winequality-white-3_vs_7,4,CART,PAU,Precision,0.04225352112676056
winequality-white-3_vs_7,4,CART,PAU,Recall,0.6
winequality-white-3_vs_7,4,CART,PAU,AUC,0.6454545454545455
winequality-white-3_vs_7,4,CART,PAU,G-mean,0.6438520439863917
winequality-white-3_vs_7,4,KNN,PAU,Precision,0.29411764705882354
winequality-white-3_vs_7,4,KNN,PAU,Recall,0.5
winequality-white-3_vs_7,4,KNN,PAU,AUC,0.7363636363636364
winequality-white-3_vs_7,4,KNN,PAU,G-mean,0.6973977605094789
winequality-white-3_vs_7,4,SVM,PAU,Precision,0.3333333333333333
winequality-white-3_vs_7,4,SVM,PAU,Recall,0.5
winequality-white-3_vs_7,4,SVM,PAU,AUC,0.7386363636363636
winequality-white-3_vs_7,4,SVM,PAU,G-mean,0.6990252954195317
winequality-white-3_vs_7,4,MLP,PAU,Precision,0.059322033898305086
winequality-white-3_vs_7,4,MLP,PAU,Recall,0.7
winequality-white-3_vs_7,4,MLP,PAU,AUC,0.7238636363636364
winequality-white-3_vs_7,4,MLP,PAU,G-mean,0.7234701727846773
yeast-2_vs_4,8,CART,RBU,Precision,0.2277227722772277
yeast-2_vs_4,8,CART,RBU,Recall,0.92
yeast-2_vs_4,8,CART,RBU,AUC,0.7918965517241379
yeast-2_vs_4,8,CART,RBU,G-mean,0.7814663493538374
yeast-2_vs_4,8,KNN,RBU,Precision,0.44
yeast-2_vs_4,8,KNN,RBU,Recall,0.88
yeast-2_vs_4,8,KNN,RBU,AUC,0.8796551724137931
yeast-2_vs_4,8,KNN,RBU,G-mean,0.8796551048270429
yeast-2_vs_4,8,SVM,RBU,Precision,0.55
yeast-2_vs_4,8,SVM,RBU,Recall,0.88
yeast-2_vs_4,8,SVM,RBU,AUC,0.901206896551724
yeast-2_vs_4,8,SVM,RBU,G-mean,0.9009573452339652
yeast-2_vs_4,8,MLP,RBU,Precision,0.4509803921568628
yeast-2_vs_4,8,MLP,RBU,Recall,0.92
yeast-2_vs_4,8,MLP,RBU,AUC,0.8996551724137931
yeast-2_vs_4,8,MLP,RBU,G-mean,0.8994251037420401
glass-0-1-6_vs_5,4,CART,PAU,Precision,0.4
glass-0-1-6_vs_5,4,CART,PAU,Recall,1.0
glass-0-1-6_vs_5,4,CART,PAU,AUC,0.9659090909090908
glass-0-1-6_vs_5,4,CART,PAU,G-mean,0.9653072991634228
glass-0-1-6_vs_5,4,KNN,PAU,Precision,0.061538461538461535
glass-0-1-6_vs_5,4,KNN,PAU,Recall,1.0
glass-0-1-6_vs_5,4,KNN,PAU,AUC,0.6534090909090908
glass-0-1-6_vs_5,4,KNN,PAU,G-mean,0.5539117094069973
glass-0-1-6_vs_5,4,SVM,PAU,Precision,0.26666666666666666
glass-0-1-6_vs_5,4,SVM,PAU,Recall,1.0
glass-0-1-6_vs_5,4,SVM,PAU,AUC,0.9375
glass-0-1-6_vs_5,4,SVM,PAU,G-mean,0.9354143466934852
glass-0-1-6_vs_5,4,MLP,PAU,Precision,0.2
glass-0-1-6_vs_5,4,MLP,PAU,Recall,1.0
glass-0-1-6_vs_5,4,MLP,PAU,AUC,0.9090909090909092
glass-0-1-6_vs_5,4,MLP,PAU,G-mean,0.9045340337332908
ecoli1,6,CART,RBO,Precision,0.64
ecoli1,6,CART,RBO,Recall,0.8421052631578947
ecoli1,6,CART,RBO,AUC,0.8518218623481781
ecoli1,6,CART,RBO,G-mean,0.8517664426792675
ecoli1,6,KNN,RBO,Precision,0.6470588235294118
ecoli1,6,KNN,RBO,Recall,0.8684210526315791
ecoli1,6,KNN,RBO,AUC,0.8649797570850203
ecoli1,6,KNN,RBO,G-mean,0.8649729115133155
ecoli1,6,SVM,RBO,Precision,0.660377358490566
ecoli1,6,SVM,RBO,Recall,0.9210526315789472
ecoli1,6,SVM,RBO,AUC,0.8912955465587045
ecoli1,6,SVM,RBO,G-mean,0.8907986681660889
ecoli1,6,MLP,RBO,Precision,0.6808510638297872
ecoli1,6,MLP,RBO,Recall,0.8421052631578947
ecoli1,6,MLP,RBO,AUC,0.8633603238866396
ecoli1,6,MLP,RBO,G-mean,0.8630986451472744
ecoli3,1,CART,PAO,Precision,0.42857142857142855
ecoli3,1,CART,PAO,Recall,0.3333333333333333
ecoli3,1,CART,PAO,AUC,0.6399999999999999
ecoli3,1,CART,PAO,G-mean,0.5617433182117572
ecoli3,1,KNN,PAO,Precision,0.4411764705882353
ecoli3,1,KNN,PAO,Recall,0.8333333333333334
ecoli3,1,KNN,PAO,AUC,0.8533333333333334
ecoli3,1,KNN,PAO,G-mean,0.8530989261379818
ecoli3,1,SVM,PAO,Precision,0.4615384615384616
ecoli3,1,SVM,PAO,Recall,1.0
ecoli3,1,SVM,PAO,AUC,0.93
ecoli3,1,SVM,PAO,G-mean,0.9273618495495703
ecoli3,1,MLP,PAO,Precision,0.5161290322580645
ecoli3,1,MLP,PAO,Recall,0.8888888888888888
ecoli3,1,MLP,PAO,AUC,0.8944444444444444
ecoli3,1,MLP,PAO,G-mean,0.8944271909999159
yeast-1_vs_7,1,CART,RBU,Precision,0.11428571428571427
yeast-1_vs_7,1,CART,RBU,Recall,0.8
yeast-1_vs_7,1,CART,RBU,AUC,0.6827102803738317
yeast-1_vs_7,1,CART,RBU,G-mean,0.6725596245673173
yeast-1_vs_7,1,KNN,RBU,Precision,0.11475409836065575
yeast-1_vs_7,1,KNN,RBU,Recall,0.9333333333333332
yeast-1_vs_7,1,KNN,RBU,AUC,0.7143302180685358
yeast-1_vs_7,1,KNN,RBU,G-mean,0.6799303611033676
yeast-1_vs_7,1,SVM,RBU,Precision,0.1282051282051282
yeast-1_vs_7,1,SVM,RBU,Recall,1.0
yeast-1_vs_7,1,SVM,RBU,AUC,0.7616822429906542
yeast-1_vs_7,1,SVM,RBU,G-mean,0.7234393450603225
yeast-1_vs_7,1,MLP,RBU,Precision,0.1076923076923077
yeast-1_vs_7,1,MLP,RBU,Recall,0.9333333333333332
yeast-1_vs_7,1,MLP,RBU,AUC,0.6956386292834891
yeast-1_vs_7,1,MLP,RBU,G-mean,0.6537693249289603
glass-0-1-6_vs_5,4,CART,RBO,Precision,1.0
glass-0-1-6_vs_5,4,CART,RBO,Recall,0.5
glass-0-1-6_vs_5,4,CART,RBO,AUC,0.75
glass-0-1-6_vs_5,4,CART,RBO,G-mean,0.7071067811865476
glass-0-1-6_vs_5,4,KNN,RBO,Precision,1.0
glass-0-1-6_vs_5,4,KNN,RBO,Recall,0.75
glass-0-1-6_vs_5,4,KNN,RBO,AUC,0.875
glass-0-1-6_vs_5,4,KNN,RBO,G-mean,0.8660254037844387
glass-0-1-6_vs_5,4,SVM,RBO,Precision,1.0
glass-0-1-6_vs_5,4,SVM,RBO,Recall,0.75
glass-0-1-6_vs_5,4,SVM,RBO,AUC,0.875
glass-0-1-6_vs_5,4,SVM,RBO,G-mean,0.8660254037844387
glass-0-1-6_vs_5,4,MLP,RBO,Precision,1.0
glass-0-1-6_vs_5,4,MLP,RBO,Recall,0.75
glass-0-1-6_vs_5,4,MLP,RBO,AUC,0.875
glass-0-1-6_vs_5,4,MLP,RBO,G-mean,0.8660254037844387
